Architecture,Frequency,Novel_Families,Genome,Cluster_ID,Gene_Context
"(3956, 6940)",2,[3956],2021-SLCB-W4_bin.103.purify_k127_963023,2021-SLCB-W4_bin.103.purify_k127_963023_979-3063,2021-SLCB-W4_bin.103.purify_k127_963023_3(Fam_6940 [★Target]) --> 2021-SLCB-W4_bin.103.purify_k127_963023_4(Fam_3956 [★Target])
"(12515, 13440)",2,[13440],2021-QHH-W11_bin.60.purify_k141_157647,2021-QHH-W11_bin.60.purify_k141_157647_14145-14772,2021-QHH-W11_bin.60.purify_k141_157647_21(Fam_13440 [★Target]) --> 2021-QHH-W11_bin.60.purify_k141_157647_22(Fam_12515 [★Target])
"(12515, 13440)",2,[13440],2021-QHH-W13_bin.25.purify_k141_257930,2021-QHH-W13_bin.25.purify_k141_257930_58831-59458,2021-QHH-W13_bin.25.purify_k141_257930_63(Fam_13440 [★Target]) --> 2021-QHH-W13_bin.25.purify_k141_257930_64(Fam_12515 [★Target])
"(2271, 4776)",2,[4776],2021-QHH-W12_bin.101.purify_k141_760071,2021-QHH-W12_bin.101.purify_k141_760071_851-4921,2021-QHH-W12_bin.101.purify_k141_760071_2(Fam_2271 [★Target]) --> 2021-QHH-W12_bin.101.purify_k141_760071_4(Fam_4776 [★Target])
"(2271, 4776)",2,[4776],2021-QHH-W13_bin.1.purify_k141_166098,2021-QHH-W13_bin.1.purify_k141_166098_2654-6724,2021-QHH-W13_bin.1.purify_k141_166098_4(Fam_4776 [★Target]) --> 2021-QHH-W13_bin.1.purify_k141_166098_6(Fam_2271 [★Target])
"(7213, 8830)",2,[8830],2021-QHH-W12_bin.21.purify_k141_275221,2021-QHH-W12_bin.21.purify_k141_275221_863-2012,2021-QHH-W12_bin.21.purify_k141_275221_2(Fam_8830 [★Target]) --> 2021-QHH-W12_bin.21.purify_k141_275221_3(Fam_7213 [★Target])
"(7213, 8830)",2,[8830],2021-QHH-W7_bin.49.purify_k141_807438,2021-QHH-W7_bin.49.purify_k141_807438_2-1538,2021-QHH-W7_bin.49.purify_k141_807438_1(Fam_7213 [★Target]) --> 2021-QHH-W7_bin.49.purify_k141_807438_2(Fam_8830 [★Target])
"(4540, 11375)",2,[11375],2021-QHH-W12_bin.69.purify_k141_426511,2021-QHH-W12_bin.69.purify_k141_426511_1984-3625,2021-QHH-W12_bin.69.purify_k141_426511_3(Fam_11375 [★Target]) --> 2021-QHH-W12_bin.69.purify_k141_426511_4(Fam_4540 [★Target])
"(4540, 11375)",2,[11375],2021-SLCB-W3_bin.97.purify_k127_46261,2021-SLCB-W3_bin.97.purify_k127_46261_1066-2707,2021-SLCB-W3_bin.97.purify_k127_46261_2(Fam_4540 [★Target]) --> 2021-SLCB-W3_bin.97.purify_k127_46261_3(Fam_11375 [★Target])
"(7374, 7783)",2,[7374],2021-QHH-W13_bin.37.purify_k141_613258,2021-QHH-W13_bin.37.purify_k141_613258_12351-14020,2021-QHH-W13_bin.37.purify_k141_613258_10(Fam_7374 [★Target]) --> 2021-QHH-W13_bin.37.purify_k141_613258_11(Fam_7783 [★Target])
"(7374, 7783)",2,[7374],2021-YBJ-W3_bin.248.purify_k127_1585306,2021-YBJ-W3_bin.248.purify_k127_1585306_23331-25015,2021-YBJ-W3_bin.248.purify_k127_1585306_22(Fam_7374 [★Target]) --> 2021-YBJ-W3_bin.248.purify_k127_1585306_23(Fam_7783 [★Target])
"(5561, 13746)",2,[5561],2021-QHH-W13_bin.44.purify_k141_661208,2021-QHH-W13_bin.44.purify_k141_661208_6521-7018,2021-QHH-W13_bin.44.purify_k141_661208_8(Fam_13746 [★Target]) --> 2021-QHH-W13_bin.44.purify_k141_661208_9(Fam_5561 [★Target])
"(5561, 13746)",2,[5561],2021-QHH-W7_bin.59.purify_k141_677201,2021-QHH-W7_bin.59.purify_k141_677201_6291-6788,2021-QHH-W7_bin.59.purify_k141_677201_8(Fam_13746 [★Target]) --> 2021-QHH-W7_bin.59.purify_k141_677201_9(Fam_5561 [★Target])
"(5004, 10756)",2,"[5004, 10756]",2021-QHH-W17_bin.33.purify_k141_258257,2021-QHH-W17_bin.33.purify_k141_258257_4297-5912,2021-QHH-W17_bin.33.purify_k141_258257_7(Fam_5004 [★Target]) --> 2021-QHH-W17_bin.33.purify_k141_258257_8(Fam_10756 [★Target])
"(5004, 10756)",2,"[5004, 10756]",2021-QHH-W1_bin.66.purify_k141_908156,2021-QHH-W1_bin.66.purify_k141_908156_7027-8642,2021-QHH-W1_bin.66.purify_k141_908156_10(Fam_5004 [★Target]) --> 2021-QHH-W1_bin.66.purify_k141_908156_11(Fam_10756 [★Target])
"(7993, 10090)",2,[10090],2021-LU-W5_bin.58.purify_k127_3474129,2021-LU-W5_bin.58.purify_k127_3474129_1045-2430,2021-LU-W5_bin.58.purify_k127_3474129_3(Fam_10090 [★Target]) --> 2021-LU-W5_bin.58.purify_k127_3474129_4(Fam_7993 [★Target])
"(7993, 10090)",2,[10090],2021-TLHSD-W1_bin.9.purify_k127_4386167,2021-TLHSD-W1_bin.9.purify_k127_4386167_1192-2580,2021-TLHSD-W1_bin.9.purify_k127_4386167_3(Fam_10090 [★Target]) --> 2021-TLHSD-W1_bin.9.purify_k127_4386167_4(Fam_7993 [★Target])
"(3224, 8713)",2,[8713],2021-LU-W5_bin.85.purify_k127_5714217,2021-LU-W5_bin.85.purify_k127_5714217_25531-27445,2021-LU-W5_bin.85.purify_k127_5714217_17(Fam_3224 [★Target]) --> 2021-LU-W5_bin.85.purify_k127_5714217_18(Fam_8713 [★Target])
"(3224, 8713)",2,[8713],2021-ND-W6_bin.68.purify_k141_121893,2021-ND-W6_bin.68.purify_k141_121893_36611-38626,2021-ND-W6_bin.68.purify_k141_121893_29(Fam_3224 [★Target]) --> 2021-ND-W6_bin.68.purify_k141_121893_30(Fam_8713 [★Target])
"(4172, 8677)",2,[4172],2021-LU-W6_bin.1.purify_k127_2009876,2021-LU-W6_bin.1.purify_k127_2009876_1-1659,2021-LU-W6_bin.1.purify_k127_2009876_1(Fam_8677 [★Target]) --> 2021-LU-W6_bin.1.purify_k127_2009876_2(Fam_4172 [★Target])
"(4172, 8677)",2,[4172],2021-TMRSD-W5_bin.43.purify_k141_141387,2021-TMRSD-W5_bin.43.purify_k141_141387_3804-5717,2021-TMRSD-W5_bin.43.purify_k141_141387_5(Fam_4172 [★Target]) --> 2021-TMRSD-W5_bin.43.purify_k141_141387_6(Fam_8677 [★Target])
"(142, 263)",2,[263],2021-LU-W9_bin.14.purify_k127_1211332,2021-LU-W9_bin.14.purify_k127_1211332_3-4293,2021-LU-W9_bin.14.purify_k127_1211332_1(Fam_142 [★Target]) --> 2021-LU-W9_bin.14.purify_k127_1211332_2(Fam_263 [★Target])
"(142, 263)",2,[263],2021-YBJ-W3_bin.216.purify_k127_306748,2021-YBJ-W3_bin.216.purify_k127_306748_280-5512,2021-YBJ-W3_bin.216.purify_k127_306748_2(Fam_142 [★Target]) --> 2021-YBJ-W3_bin.216.purify_k127_306748_3(Fam_263 [★Target])
"(3427, 7842)",2,[3427],2021-LU-W9_bin.165.purify_k127_656716,2021-LU-W9_bin.165.purify_k127_656716_65542-67565,2021-LU-W9_bin.165.purify_k127_656716_60(Fam_7842 [★Target]) --> 2021-LU-W9_bin.165.purify_k127_656716_61(Fam_3427 [★Target])
"(3427, 7842)",2,[3427],2021-SD-W62_bin.84.purify_k127_1195660,2021-SD-W62_bin.84.purify_k127_1195660_17306-19385,2021-SD-W62_bin.84.purify_k127_1195660_13(Fam_3427 [★Target]) --> 2021-SD-W62_bin.84.purify_k127_1195660_14(Fam_7842 [★Target])
"(10979, 11838)",2,"[10979, 11838]",2021-ND-W1_bin.177.purify_k141_1273050,2021-ND-W1_bin.177.purify_k141_1273050_7462-8360,2021-ND-W1_bin.177.purify_k141_1273050_7(Fam_11838 [★Target]) --> 2021-ND-W1_bin.177.purify_k141_1273050_8(Fam_10979 [★Target])
"(10979, 11838)",2,"[10979, 11838]",2021-YMQ0.5-W1_bin.11.purify_k141_2440222,2021-YMQ0.5-W1_bin.11.purify_k141_2440222_8309-9252,2021-YMQ0.5-W1_bin.11.purify_k141_2440222_8(Fam_11838 [★Target]) --> 2021-YMQ0.5-W1_bin.11.purify_k141_2440222_9(Fam_10979 [★Target])
"(8220, 10217)",2,[8220],2021-ND-W3_bin.114.purify_k141_457917,2021-ND-W3_bin.114.purify_k141_457917_513-1847,2021-ND-W3_bin.114.purify_k141_457917_2(Fam_10217 [★Target]) --> 2021-ND-W3_bin.114.purify_k141_457917_3(Fam_8220 [★Target])
"(8220, 10217)",2,[8220],2021-ND-W6_bin.41.purify_k141_677089,2021-ND-W6_bin.41.purify_k141_677089_459-1793,2021-ND-W6_bin.41.purify_k141_677089_2(Fam_10217 [★Target]) --> 2021-ND-W6_bin.41.purify_k141_677089_3(Fam_8220 [★Target])
"(3680, 10463)",2,[10463],2021-ND-W5_bin.57.purify_k141_774735,2021-ND-W5_bin.57.purify_k141_774735_1472-3258,2021-ND-W5_bin.57.purify_k141_774735_2(Fam_10463 [★Target]) --> 2021-ND-W5_bin.57.purify_k141_774735_3(Fam_3680 [★Target])
"(3680, 10463)",2,[10463],2021-SLCB-W5_bin.63.purify_k127_938302,2021-SLCB-W5_bin.63.purify_k127_938302_11546-13332,2021-SLCB-W5_bin.63.purify_k127_938302_8(Fam_10463 [★Target]) --> 2021-SLCB-W5_bin.63.purify_k127_938302_9(Fam_3680 [★Target])
"(1670, 2057)",2,[1670],2021-ND-W6_bin.104.purify_k141_1704667,2021-ND-W6_bin.104.purify_k141_1704667_11919-15384,2021-ND-W6_bin.104.purify_k141_1704667_11(Fam_1670 [★Target]) --> 2021-ND-W6_bin.104.purify_k141_1704667_12(Fam_2057 [★Target])
"(1670, 2057)",2,[1670],2021-ND-W7_bin.36.purify_k141_920722,2021-ND-W7_bin.36.purify_k141_920722_11919-15384,2021-ND-W7_bin.36.purify_k141_920722_11(Fam_1670 [★Target]) --> 2021-ND-W7_bin.36.purify_k141_920722_12(Fam_2057 [★Target])
"(13287, 13658)",2,[13658],2021-SLCB-W1_bin.117.purify_k127_1780438,2021-SLCB-W1_bin.117.purify_k127_1780438_1524-1968,2021-SLCB-W1_bin.117.purify_k127_1780438_3(Fam_13658 [★Target]) --> 2021-SLCB-W1_bin.117.purify_k127_1780438_4(Fam_13287 [★Target])
"(13287, 13658)",2,[13658],2021-SLCB-W4_bin.79.purify_k127_1652144,2021-SLCB-W4_bin.79.purify_k127_1652144_1843-2383,2021-SLCB-W4_bin.79.purify_k127_1652144_3(Fam_13658 [★Target]) --> 2021-SLCB-W4_bin.79.purify_k127_1652144_4(Fam_13287 [★Target])
"(3335, 6989, 9566)",2,"[3335, 6989]",2021-SLCB-W1_bin.3.purify_k127_542181,2021-SLCB-W1_bin.3.purify_k127_542181_5007-8654,2021-SLCB-W1_bin.3.purify_k127_542181_7(Fam_6989 [★Target]) --> 2021-SLCB-W1_bin.3.purify_k127_542181_9(Fam_3335 [★Target]) --> 2021-SLCB-W1_bin.3.purify_k127_542181_10(Fam_9566 [★Target])
"(3335, 6989, 9566)",2,"[3335, 6989]",2021-SLCB-W3_bin.61.purify_k127_606072,2021-SLCB-W3_bin.61.purify_k127_606072_5007-8654,2021-SLCB-W3_bin.61.purify_k127_606072_7(Fam_6989 [★Target]) --> 2021-SLCB-W3_bin.61.purify_k127_606072_9(Fam_3335 [★Target]) --> 2021-SLCB-W3_bin.61.purify_k127_606072_10(Fam_9566 [★Target])
"(1254, 6030)",2,[6030],2021-SLCB-W1_bin.4.purify_k127_18888,2021-SLCB-W1_bin.4.purify_k127_18888_2427-5643,2021-SLCB-W1_bin.4.purify_k127_18888_5(Fam_1254 [★Target]) --> 2021-SLCB-W1_bin.4.purify_k127_18888_6(Fam_6030 [★Target])
"(1254, 6030)",2,[6030],2021-ZJZB-W70_bin.77.purify_k127_1061737,2021-ZJZB-W70_bin.77.purify_k127_1061737_2420-5636,2021-ZJZB-W70_bin.77.purify_k127_1061737_5(Fam_1254 [★Target]) --> 2021-ZJZB-W70_bin.77.purify_k127_1061737_6(Fam_6030 [★Target])
"(12341, 14092)",2,[12341],2021-SLCB-W1_bin.83.purify_k127_979683,2021-SLCB-W1_bin.83.purify_k127_979683_8948-9518,2021-SLCB-W1_bin.83.purify_k127_979683_5(Fam_14092 [★Target]) --> 2021-SLCB-W1_bin.83.purify_k127_979683_6(Fam_12341 [★Target])
"(12341, 14092)",2,[12341],2021-SLCB-W3_bin.30.purify_k127_497633,2021-SLCB-W3_bin.30.purify_k127_497633_7285-7855,2021-SLCB-W3_bin.30.purify_k127_497633_6(Fam_12341 [★Target]) --> 2021-SLCB-W3_bin.30.purify_k127_497633_7(Fam_14092 [★Target])
"(3686, 8256)",2,"[3686, 8256]",2021-SLCB-W1_bin.94.purify_k127_1463670,2021-SLCB-W1_bin.94.purify_k127_1463670_1359-3435,2021-SLCB-W1_bin.94.purify_k127_1463670_4(Fam_8256 [★Target]) --> 2021-SLCB-W1_bin.94.purify_k127_1463670_5(Fam_3686 [★Target])
"(3686, 8256)",2,"[3686, 8256]",2021-SLCB-W3_bin.93.purify_k127_733673,2021-SLCB-W3_bin.93.purify_k127_733673_1359-3435,2021-SLCB-W3_bin.93.purify_k127_733673_4(Fam_8256 [★Target]) --> 2021-SLCB-W3_bin.93.purify_k127_733673_5(Fam_3686 [★Target])
"(7811, 9542)",2,[7811],2021-SLCB-W5_bin.15.purify_k127_313423,2021-SLCB-W5_bin.15.purify_k127_313423_227-1614,2021-SLCB-W5_bin.15.purify_k127_313423_2(Fam_7811 [★Target]) --> 2021-SLCB-W5_bin.15.purify_k127_313423_3(Fam_9542 [★Target])
"(7811, 9542)",2,[7811],2021-ZJZB-W4_bin.64.purify_k127_1195183,2021-ZJZB-W4_bin.64.purify_k127_1195183_2201-3588,2021-ZJZB-W4_bin.64.purify_k127_1195183_6(Fam_7811 [★Target]) --> 2021-ZJZB-W4_bin.64.purify_k127_1195183_7(Fam_9542 [★Target])
"(2489, 7765)",2,[2489],2021-SLHSD-W1_bin.75.purify_k141_505098,2021-SLHSD-W1_bin.75.purify_k141_505098_423-2605,2021-SLHSD-W1_bin.75.purify_k141_505098_2(Fam_7765 [★Target]) --> 2021-SLHSD-W1_bin.75.purify_k141_505098_3(Fam_2489 [★Target])
"(2489, 7765)",2,[2489],2021-YBJ-W1_bin.102.purify_k127_2611286,2021-YBJ-W1_bin.102.purify_k127_2611286_3-1993,2021-YBJ-W1_bin.102.purify_k127_2611286_1(Fam_2489 [★Target]) --> 2021-YBJ-W1_bin.102.purify_k127_2611286_2(Fam_7765 [★Target])
"(1572, 3685)",2,[3685],2021-QHH-W17_bin.44.purify_k141_181742,2021-QHH-W17_bin.44.purify_k141_181742_10505-13146,2021-QHH-W17_bin.44.purify_k141_181742_11(Fam_3685 [★Target]) --> 2021-QHH-W17_bin.44.purify_k141_181742_12(Fam_1572 [★Target])
"(1572, 3685)",2,[3685],2021-QHH-W3_bin.37.purify_k141_325183,2021-QHH-W3_bin.37.purify_k141_325183_10510-13802,2021-QHH-W3_bin.37.purify_k141_325183_11(Fam_3685 [★Target]) --> 2021-QHH-W3_bin.37.purify_k141_325183_12(Fam_1572 [★Target])
"(7592, 10978)",2,"[7592, 10978]",2021-TLHSD-W3_bin.105.purify_k141_42491,2021-TLHSD-W3_bin.105.purify_k141_42491_1388-2998,2021-TLHSD-W3_bin.105.purify_k141_42491_3(Fam_7592 [★Target]) --> 2021-TLHSD-W3_bin.105.purify_k141_42491_4(Fam_10978 [★Target])
"(7592, 10978)",2,"[7592, 10978]",2021-TMRSD-W3_bin.105.purify_k141_42491,2021-TMRSD-W3_bin.105.purify_k141_42491_1388-2998,2021-TMRSD-W3_bin.105.purify_k141_42491_3(Fam_7592 [★Target]) --> 2021-TMRSD-W3_bin.105.purify_k141_42491_4(Fam_10978 [★Target])
"(10431, 12216)",2,[12216],2021-TLHSD-W3_bin.11.purify_k141_3904083,2021-TLHSD-W3_bin.11.purify_k141_3904083_675-1601,2021-TLHSD-W3_bin.11.purify_k141_3904083_2(Fam_12216 [★Target]) --> 2021-TLHSD-W3_bin.11.purify_k141_3904083_3(Fam_10431 [★Target])
"(10431, 12216)",2,[12216],2021-TMRSD-W3_bin.11.purify_k141_3904083,2021-TMRSD-W3_bin.11.purify_k141_3904083_675-1601,2021-TMRSD-W3_bin.11.purify_k141_3904083_2(Fam_12216 [★Target]) --> 2021-TMRSD-W3_bin.11.purify_k141_3904083_3(Fam_10431 [★Target])
"(274, 2109, 4151, 6560)",2,[6560],2021-TLHSD-W3_bin.110.purify_k141_3746829,2021-TLHSD-W3_bin.110.purify_k141_3746829_18510-25587,2021-TLHSD-W3_bin.110.purify_k141_3746829_24(Fam_6560 [★Target]) --> 2021-TLHSD-W3_bin.110.purify_k141_3746829_25(Fam_2109 [★Target]) --> 2021-TLHSD-W3_bin.110.purify_k141_3746829_26(Fam_4151 [★Target]) --> 2021-TLHSD-W3_bin.110.purify_k141_3746829_27(Fam_274 [★Target])
"(274, 2109, 4151, 6560)",2,[6560],2021-TMRSD-W3_bin.110.purify_k141_3746829,2021-TMRSD-W3_bin.110.purify_k141_3746829_18510-25587,2021-TMRSD-W3_bin.110.purify_k141_3746829_24(Fam_6560 [★Target]) --> 2021-TMRSD-W3_bin.110.purify_k141_3746829_25(Fam_2109 [★Target]) --> 2021-TMRSD-W3_bin.110.purify_k141_3746829_26(Fam_4151 [★Target]) --> 2021-TMRSD-W3_bin.110.purify_k141_3746829_27(Fam_274 [★Target])
"(8125, 10587)",2,"[8125, 10587]",2021-TLHSD-W3_bin.117.purify_k141_68571,2021-TLHSD-W3_bin.117.purify_k141_68571_1-1593,2021-TLHSD-W3_bin.117.purify_k141_68571_1(Fam_8125 [★Target]) --> 2021-TLHSD-W3_bin.117.purify_k141_68571_2(Fam_10587 [★Target])
"(8125, 10587)",2,"[8125, 10587]",2021-TMRSD-W3_bin.117.purify_k141_68571,2021-TMRSD-W3_bin.117.purify_k141_68571_1-1593,2021-TMRSD-W3_bin.117.purify_k141_68571_1(Fam_8125 [★Target]) --> 2021-TMRSD-W3_bin.117.purify_k141_68571_2(Fam_10587 [★Target])
"(6790, 9749)",2,"[6790, 9749]",2021-TLHSD-W3_bin.132.purify_k141_3175484,2021-TLHSD-W3_bin.132.purify_k141_3175484_20110-21710,2021-TLHSD-W3_bin.132.purify_k141_3175484_19(Fam_9749 [★Target]) --> 2021-TLHSD-W3_bin.132.purify_k141_3175484_20(Fam_6790 [★Target])
"(6790, 9749)",2,"[6790, 9749]",2021-TMRSD-W3_bin.132.purify_k141_3175484,2021-TMRSD-W3_bin.132.purify_k141_3175484_20110-21710,2021-TMRSD-W3_bin.132.purify_k141_3175484_19(Fam_9749 [★Target]) --> 2021-TMRSD-W3_bin.132.purify_k141_3175484_20(Fam_6790 [★Target])
"(1186, 8507)",2,[8507],2021-SLHSD-W2_bin.50.purify_k141_2504346,2021-SLHSD-W2_bin.50.purify_k141_2504346_702-3447,2021-SLHSD-W2_bin.50.purify_k141_2504346_2(Fam_1186 [★Target]) --> 2021-SLHSD-W2_bin.50.purify_k141_2504346_3(Fam_8507 [★Target])
"(1186, 8507)",2,[8507],2021-SLHSD-W5_bin.70.purify_k127_2171302,2021-SLHSD-W5_bin.70.purify_k127_2171302_2-2927,2021-SLHSD-W5_bin.70.purify_k127_2171302_1(Fam_8507 [★Target]) --> 2021-SLHSD-W5_bin.70.purify_k127_2171302_2(Fam_1186 [★Target])
"(6670, 7784)",2,[7784],2021-QHH-W2_bin.91.purify_k141_405253,2021-QHH-W2_bin.91.purify_k141_405253_8735-11096,2021-QHH-W2_bin.91.purify_k141_405253_9(Fam_6670 [★Target]) --> 2021-QHH-W2_bin.91.purify_k141_405253_10(Fam_7784 [★Target])
"(6670, 7784)",2,[7784],2021-QHH-W5_bin.21.purify_k141_773488,2021-QHH-W5_bin.21.purify_k141_773488_21635-23996,2021-QHH-W5_bin.21.purify_k141_773488_23(Fam_6670 [★Target]) --> 2021-QHH-W5_bin.21.purify_k141_773488_24(Fam_7784 [★Target])
"(4021, 8537)",2,[8537],2021-QHH-W4_bin.21.purify_k141_276049,2021-QHH-W4_bin.21.purify_k141_276049_39222-41139,2021-QHH-W4_bin.21.purify_k141_276049_38(Fam_8537 [★Target]) --> 2021-QHH-W4_bin.21.purify_k141_276049_39(Fam_4021 [★Target])
"(4021, 8537)",2,[8537],2021-ZJZBSD-W51_bin.60.purify_k127_1346839,2021-ZJZBSD-W51_bin.60.purify_k127_1346839_513-2412,2021-ZJZBSD-W51_bin.60.purify_k127_1346839_2(Fam_4021 [★Target]) --> 2021-ZJZBSD-W51_bin.60.purify_k127_1346839_3(Fam_8537 [★Target])
"(50, 2942, 9010)",2,"[2942, 9010]",2021-QHH-W5_bin.48.purify_k141_494388,2021-QHH-W5_bin.48.purify_k141_494388_4321-11391,2021-QHH-W5_bin.48.purify_k141_494388_4(Fam_2942 [★Target]) --> 2021-QHH-W5_bin.48.purify_k141_494388_5(Fam_9010 [★Target]) --> 2021-QHH-W5_bin.48.purify_k141_494388_6(Fam_50 [★Target])
"(50, 2942, 9010)",2,"[2942, 9010]",2021-YMQ1-W1_bin.143.purify_k141_975992,2021-YMQ1-W1_bin.143.purify_k141_975992_4321-11391,2021-YMQ1-W1_bin.143.purify_k141_975992_4(Fam_2942 [★Target]) --> 2021-YMQ1-W1_bin.143.purify_k141_975992_5(Fam_9010 [★Target]) --> 2021-YMQ1-W1_bin.143.purify_k141_975992_6(Fam_50 [★Target])
"(3809, 12119)",2,[3809],2021-QHH-W9_bin.5.purify_k141_374794,2021-QHH-W9_bin.5.purify_k141_374794_2085-3728,2021-QHH-W9_bin.5.purify_k141_374794_3(Fam_3809 [★Target]) --> 2021-QHH-W9_bin.5.purify_k141_374794_4(Fam_12119 [★Target])
"(3809, 12119)",2,[3809],2021-YMQ3-W1_bin.114.purify_k141_228144,2021-YMQ3-W1_bin.114.purify_k141_228144_2022-3665,2021-YMQ3-W1_bin.114.purify_k141_228144_3(Fam_3809 [★Target]) --> 2021-YMQ3-W1_bin.114.purify_k141_228144_4(Fam_12119 [★Target])
"(4022, 9025)",2,"[4022, 9025]",2021-SD-W41_bin.127.purify_k127_6040213,2021-SD-W41_bin.127.purify_k127_6040213_142846-144758,2021-SD-W41_bin.127.purify_k127_6040213_133(Fam_9025 [★Target]) --> 2021-SD-W41_bin.127.purify_k127_6040213_134(Fam_4022 [★Target])
"(4022, 9025)",2,"[4022, 9025]",2021-ZJZB-W70_bin.67.purify_k127_296376,2021-ZJZB-W70_bin.67.purify_k127_296376_142846-144758,2021-ZJZB-W70_bin.67.purify_k127_296376_133(Fam_9025 [★Target]) --> 2021-ZJZB-W70_bin.67.purify_k127_296376_134(Fam_4022 [★Target])
"(3979, 7876)",2,[3979],2021-SD-W41_bin.132.purify_k127_2280126,2021-SD-W41_bin.132.purify_k127_2280126_144894-146859,2021-SD-W41_bin.132.purify_k127_2280126_129(Fam_3979 [★Target]) --> 2021-SD-W41_bin.132.purify_k127_2280126_130(Fam_7876 [★Target])
"(3979, 7876)",2,[3979],2021-SD-W42_bin.6.purify_k127_48718,2021-SD-W42_bin.6.purify_k127_48718_52902-54867,2021-SD-W42_bin.6.purify_k127_48718_49(Fam_3979 [★Target]) --> 2021-SD-W42_bin.6.purify_k127_48718_50(Fam_7876 [★Target])
"(6229, 8165)",2,[8165],2021-SD-W41_bin.42.purify_k127_7786406,2021-SD-W41_bin.42.purify_k127_7786406_189-1917,2021-SD-W41_bin.42.purify_k127_7786406_2(Fam_8165 [★Target]) --> 2021-SD-W41_bin.42.purify_k127_7786406_3(Fam_6229 [★Target])
"(6229, 8165)",2,[8165],2021-ZJZB-W31_bin.59.purify_k127_5991966,2021-ZJZB-W31_bin.59.purify_k127_5991966_1-1440,2021-ZJZB-W31_bin.59.purify_k127_5991966_1(Fam_8165 [★Target]) --> 2021-ZJZB-W31_bin.59.purify_k127_5991966_2(Fam_6229 [★Target])
"(3426, 5447, 6238)",2,[3426],2021-SD-W61_bin.83.purify_k127_2218388,2021-SD-W61_bin.83.purify_k127_2218388_15748-19014,2021-SD-W61_bin.83.purify_k127_2218388_15(Fam_3426 [★Target]) --> 2021-SD-W61_bin.83.purify_k127_2218388_16(Fam_6238 [★Target]) --> 2021-SD-W61_bin.83.purify_k127_2218388_17(Fam_5447 [★Target])
"(3426, 5447, 6238)",2,[3426],2021-ZJZBSD-W51_bin.25.purify_k127_1011294,2021-ZJZBSD-W51_bin.25.purify_k127_1011294_10602-13868,2021-ZJZBSD-W51_bin.25.purify_k127_1011294_12(Fam_5447 [★Target]) --> 2021-ZJZBSD-W51_bin.25.purify_k127_1011294_13(Fam_6238 [★Target]) --> 2021-ZJZBSD-W51_bin.25.purify_k127_1011294_14(Fam_3426 [★Target])
"(2114, 5548)",2,[5548],2021-SD-W62_bin.112.purify_k127_228081,2021-SD-W62_bin.112.purify_k127_228081_3-2301,2021-SD-W62_bin.112.purify_k127_228081_1(Fam_2114 [★Target]) --> 2021-SD-W62_bin.112.purify_k127_228081_2(Fam_5548 [★Target])
"(2114, 5548)",2,[5548],2021-SD-W62_bin.73.purify_k127_221421,2021-SD-W62_bin.73.purify_k127_221421_3-2301,2021-SD-W62_bin.73.purify_k127_221421_1(Fam_2114 [★Target]) --> 2021-SD-W62_bin.73.purify_k127_221421_2(Fam_5548 [★Target])
"(5907, 9469)",2,[5907],2021-SD-W62_bin.51.purify_k127_385518,2021-SD-W62_bin.51.purify_k127_385518_1343-3047,2021-SD-W62_bin.51.purify_k127_385518_5(Fam_9469 [★Target]) --> 2021-SD-W62_bin.51.purify_k127_385518_6(Fam_5907 [★Target])
"(5907, 9469)",2,[5907],2021-SLHSD-W4_bin.55.purify_k127_3430195,2021-SLHSD-W4_bin.55.purify_k127_3430195_870-2475,2021-SLHSD-W4_bin.55.purify_k127_3430195_4(Fam_9469 [★Target]) --> 2021-SLHSD-W4_bin.55.purify_k127_3430195_5(Fam_5907 [★Target])
"(2357, 5193)",2,[5193],2021-QHH-W9_bin.106.purify_k141_197999,2021-QHH-W9_bin.106.purify_k141_197999_399-2491,2021-QHH-W9_bin.106.purify_k141_197999_2(Fam_2357 [★Target]) --> 2021-QHH-W9_bin.106.purify_k141_197999_3(Fam_5193 [★Target])
"(2357, 5193)",2,[5193],2021-YMQ2-W1_bin.48.purify_k141_493423,2021-YMQ2-W1_bin.48.purify_k141_493423_399-2491,2021-YMQ2-W1_bin.48.purify_k141_493423_2(Fam_2357 [★Target]) --> 2021-YMQ2-W1_bin.48.purify_k141_493423_3(Fam_5193 [★Target])
"(13366, 14056)",2,[14056],2021-CE-W3_bin.51.purify_k127_174243,2021-CE-W3_bin.51.purify_k127_174243_1-608,2021-CE-W3_bin.51.purify_k127_174243_1(Fam_14056 [★Target]) --> 2021-CE-W3_bin.51.purify_k127_174243_2(Fam_13366 [★Target])
"(13366, 14056)",2,[14056],2021-CE-W4_bin.17.purify_k127_816483,2021-CE-W4_bin.17.purify_k127_816483_1-608,2021-CE-W4_bin.17.purify_k127_816483_1(Fam_14056 [★Target]) --> 2021-CE-W4_bin.17.purify_k127_816483_2(Fam_13366 [★Target])
"(1437, 2219)",2,[2219],2021-CE-W3_bin.93.purify_k127_560721,2021-CE-W3_bin.93.purify_k127_560721_65-3443,2021-CE-W3_bin.93.purify_k127_560721_1(Fam_2219 [★Target]) --> 2021-CE-W3_bin.93.purify_k127_560721_4(Fam_1437 [★Target])
