Architecture,Frequency,Novel_Families,Genome,Cluster_ID,Gene_Context
"(604, 642, 993)",2,[993],BMC20S-2-N1_bin.349.purify_k141_2019643,BMC20S-2-N1_bin.349.purify_k141_2019643_477-8571,BMC20S-2-N1_bin.349.purify_k141_2019643_2(Fam_993 [★Target]) --> BMC20S-2-N1_bin.349.purify_k141_2019643_3(Fam_642 [★Target]) --> BMC20S-2-N1_bin.349.purify_k141_2019643_5(Fam_604 [★Target])
"(604, 642, 993)",2,[993],BMC20S-N1-N1_bin.313.purify_k141_628961,BMC20S-N1-N1_bin.313.purify_k141_628961_478-8572,BMC20S-N1-N1_bin.313.purify_k141_628961_2(Fam_993 [★Target]) --> BMC20S-N1-N1_bin.313.purify_k141_628961_3(Fam_642 [★Target]) --> BMC20S-N1-N1_bin.313.purify_k141_628961_5(Fam_604 [★Target])
"(426, 5180)",2,[5180],202104TB-W71-N1_bin.113.purify_k141_906555,202104TB-W71-N1_bin.113.purify_k141_906555_1-3655,202104TB-W71-N1_bin.113.purify_k141_906555_1(Fam_5180 [★Target]) --> 202104TB-W71-N1_bin.113.purify_k141_906555_2(Fam_426 [★Target])
"(426, 5180)",2,[5180],NMC-S-4-N1_bin.4.purify_k141_2090663,NMC-S-4-N1_bin.4.purify_k141_2090663_2-1592,NMC-S-4-N1_bin.4.purify_k141_2090663_1(Fam_5180 [★Target]) --> NMC-S-4-N1_bin.4.purify_k141_2090663_2(Fam_426 [★Target])
"(3356, 8175)",2,[3356],BMC20S-2-N1_bin.354.purify_k141_144131,BMC20S-2-N1_bin.354.purify_k141_144131_1363-3194,BMC20S-2-N1_bin.354.purify_k141_144131_2(Fam_8175 [★Target]) --> BMC20S-2-N1_bin.354.purify_k141_144131_3(Fam_3356 [★Target])
"(3356, 8175)",2,[3356],ZJ-S-05.4m-N1_bin.92.purify_k141_1846558,ZJ-S-05.4m-N1_bin.92.purify_k141_1846558_3864-5698,ZJ-S-05.4m-N1_bin.92.purify_k141_1846558_6(Fam_3356 [★Target]) --> ZJ-S-05.4m-N1_bin.92.purify_k141_1846558_7(Fam_8175 [★Target])
"(2320, 3378)",2,[3378],202104TB-W71-N1_bin.101.purify_k141_1639767,202104TB-W71-N1_bin.101.purify_k141_1639767_573-3670,202104TB-W71-N1_bin.101.purify_k141_1639767_3(Fam_2320 [★Target]) --> 202104TB-W71-N1_bin.101.purify_k141_1639767_5(Fam_3378 [★Target])
"(2320, 3378)",2,[3378],202106QH-W40-N1_bin.30.purify_k141_167399,202106QH-W40-N1_bin.30.purify_k141_167399_374-3134,202106QH-W40-N1_bin.30.purify_k141_167399_2(Fam_2320 [★Target]) --> 202106QH-W40-N1_bin.30.purify_k141_167399_3(Fam_3378 [★Target])
"(1956, 8791)",2,[8791],NMC-S-4-N1_bin.47.purify_k141_2342684,NMC-S-4-N1_bin.47.purify_k141_2342684_1238-3438,NMC-S-4-N1_bin.47.purify_k141_2342684_4(Fam_8791 [★Target]) --> NMC-S-4-N1_bin.47.purify_k141_2342684_5(Fam_1956 [★Target])
"(1956, 8791)",2,[8791],NMC-S-5-N1_bin.70.purify_k141_2458714,NMC-S-5-N1_bin.70.purify_k141_2458714_2582-4758,NMC-S-5-N1_bin.70.purify_k141_2458714_5(Fam_8791 [★Target]) --> NMC-S-5-N1_bin.70.purify_k141_2458714_6(Fam_1956 [★Target])
"(3299, 9645)",2,"[3299, 9645]",NMC-S-4-N1_bin.84.purify_k141_1824724,NMC-S-4-N1_bin.84.purify_k141_1824724_5233-6941,NMC-S-4-N1_bin.84.purify_k141_1824724_8(Fam_9645 [★Target]) --> NMC-S-4-N1_bin.84.purify_k141_1824724_9(Fam_3299 [★Target])
"(3299, 9645)",2,"[3299, 9645]",YZYC-20S-6-N1_bin.22.purify_k141_1231136,YZYC-20S-6-N1_bin.22.purify_k141_1231136_4375-6083,YZYC-20S-6-N1_bin.22.purify_k141_1231136_8(Fam_9645 [★Target]) --> YZYC-20S-6-N1_bin.22.purify_k141_1231136_9(Fam_3299 [★Target])
"(11322, 12267)",2,[11322],NMC-S-4-N1_bin.83.purify_k141_214520,NMC-S-4-N1_bin.83.purify_k141_214520_311-999,NMC-S-4-N1_bin.83.purify_k141_214520_2(Fam_11322 [★Target]) --> NMC-S-4-N1_bin.83.purify_k141_214520_3(Fam_12267 [★Target])
"(11322, 12267)",2,[11322],YZYC-20S-7-N1_bin.82.purify_k141_1739500,YZYC-20S-7-N1_bin.82.purify_k141_1739500_5519-6212,YZYC-20S-7-N1_bin.82.purify_k141_1739500_5(Fam_12267 [★Target]) --> YZYC-20S-7-N1_bin.82.purify_k141_1739500_6(Fam_11322 [★Target])
"(2048, 12301)",2,[2048],NMC-S-4-N1_bin.83.purify_k141_1796525,NMC-S-4-N1_bin.83.purify_k141_1796525_1998-3844,NMC-S-4-N1_bin.83.purify_k141_1796525_3(Fam_2048 [★Target]) --> NMC-S-4-N1_bin.83.purify_k141_1796525_4(Fam_12301 [★Target])
"(2048, 12301)",2,[2048],NMC-S-6-N1_bin.156.purify_k141_2360392,NMC-S-6-N1_bin.156.purify_k141_2360392_2642-3699,NMC-S-6-N1_bin.156.purify_k141_2360392_4(Fam_12301 [★Target]) --> NMC-S-6-N1_bin.156.purify_k141_2360392_5(Fam_2048 [★Target])
"(330, 3511, 5670)",2,"[3511, 5670]",202104TB-W70-N1_bin.38.purify_k141_1042369,202104TB-W70-N1_bin.38.purify_k141_1042369_4066-10732,202104TB-W70-N1_bin.38.purify_k141_1042369_4(Fam_330 [★Target]) --> 202104TB-W70-N1_bin.38.purify_k141_1042369_6(Fam_5670 [★Target]) --> 202104TB-W70-N1_bin.38.purify_k141_1042369_7(Fam_3511 [★Target])
"(330, 3511, 5670)",2,"[3511, 5670]",CE-N-S-N1_bin.109.purify_k141_905868,CE-N-S-N1_bin.109.purify_k141_905868_3-6378,CE-N-S-N1_bin.109.purify_k141_905868_1(Fam_330 [★Target]) --> CE-N-S-N1_bin.109.purify_k141_905868_3(Fam_5670 [★Target]) --> CE-N-S-N1_bin.109.purify_k141_905868_4(Fam_3511 [★Target])
"(3959, 6152)",2,[6152],202104TB-W70-N1_bin.3.purify_k141_546096,202104TB-W70-N1_bin.3.purify_k141_546096_1719-3598,202104TB-W70-N1_bin.3.purify_k141_546096_3(Fam_3959 [★Target]) --> 202104TB-W70-N1_bin.3.purify_k141_546096_4(Fam_6152 [★Target])
"(3959, 6152)",2,[6152],CE-B-S-2-N1_bin.63.purify_k141_1600636,CE-B-S-2-N1_bin.63.purify_k141_1600636_409-2249,CE-B-S-2-N1_bin.63.purify_k141_1600636_2(Fam_6152 [★Target]) --> CE-B-S-2-N1_bin.63.purify_k141_1600636_3(Fam_3959 [★Target])
"(33, 10901)",2,[10901],202104TB-W70-N1_bin.3.purify_k141_361163,202104TB-W70-N1_bin.3.purify_k141_361163_918-6347,202104TB-W70-N1_bin.3.purify_k141_361163_2(Fam_10901 [★Target]) --> 202104TB-W70-N1_bin.3.purify_k141_361163_3(Fam_33 [★Target])
"(33, 10901)",2,[10901],NRPC-20S-2-N1_bin.165.purify_k141_482138,NRPC-20S-2-N1_bin.165.purify_k141_482138_2264-7693,NRPC-20S-2-N1_bin.165.purify_k141_482138_4(Fam_10901 [★Target]) --> NRPC-20S-2-N1_bin.165.purify_k141_482138_5(Fam_33 [★Target])
"(6552, 11419)",2,"[6552, 11419]",202104TB-W70-N1_bin.22.purify_k141_800672,202104TB-W70-N1_bin.22.purify_k141_800672_3-1521,202104TB-W70-N1_bin.22.purify_k141_800672_1(Fam_11419 [★Target]) --> 202104TB-W70-N1_bin.22.purify_k141_800672_2(Fam_6552 [★Target])
"(6552, 11419)",2,"[6552, 11419]",NMC-S-5-N1_bin.132.purify_k141_41296,NMC-S-5-N1_bin.132.purify_k141_41296_3-1533,NMC-S-5-N1_bin.132.purify_k141_41296_1(Fam_11419 [★Target]) --> NMC-S-5-N1_bin.132.purify_k141_41296_2(Fam_6552 [★Target])
"(2968, 12691)",2,[2968],202104TB-W70-N1_bin.22.purify_k141_1631173,202104TB-W70-N1_bin.22.purify_k141_1631173_3325-4950,202104TB-W70-N1_bin.22.purify_k141_1631173_5(Fam_12691 [★Target]) --> 202104TB-W70-N1_bin.22.purify_k141_1631173_6(Fam_2968 [★Target])
"(2968, 12691)",2,[2968],NMC-S-7-N1_bin.133.purify_k141_539991,NMC-S-7-N1_bin.133.purify_k141_539991_7038-8672,NMC-S-7-N1_bin.133.purify_k141_539991_10(Fam_12691 [★Target]) --> NMC-S-7-N1_bin.133.purify_k141_539991_11(Fam_2968 [★Target])
"(3545, 5267)",2,[3545],BMC20S-2-N1_bin.70.purify_k141_509979,BMC20S-2-N1_bin.70.purify_k141_509979_1961-4044,BMC20S-2-N1_bin.70.purify_k141_509979_4(Fam_5267 [★Target]) --> BMC20S-2-N1_bin.70.purify_k141_509979_5(Fam_3545 [★Target])
"(3545, 5267)",2,[3545],SLC-S-3-N1_bin.206.purify_k141_1833482,SLC-S-3-N1_bin.206.purify_k141_1833482_5124-9202,SLC-S-3-N1_bin.206.purify_k141_1833482_3(Fam_3545 [★Target]) --> SLC-S-3-N1_bin.206.purify_k141_1833482_4(Fam_5267 [★Target]) --> SLC-S-3-N1_bin.206.purify_k141_1833482_6(Fam_454)
"(3545, 5267)",2,[3545],SYH5-N1_bin.42.purify_k141_1199457,SYH5-N1_bin.42.purify_k141_1199457_10590-12687,SYH5-N1_bin.42.purify_k141_1199457_11(Fam_3545 [★Target]) --> SYH5-N1_bin.42.purify_k141_1199457_12(Fam_5267 [★Target])
"(5462, 8806)",2,[8806],202104TB-W68-N1_bin.57.purify_k141_2869917,202104TB-W68-N1_bin.57.purify_k141_2869917_1868-3345,202104TB-W68-N1_bin.57.purify_k141_2869917_2(Fam_8806 [★Target]) --> 202104TB-W68-N1_bin.57.purify_k141_2869917_3(Fam_5462 [★Target])
"(5462, 8806)",2,[8806],KMC-20S-5-N1_bin.44.purify_k141_864196,KMC-20S-5-N1_bin.44.purify_k141_864196_597-2083,KMC-20S-5-N1_bin.44.purify_k141_864196_2(Fam_8806 [★Target]) --> KMC-20S-5-N1_bin.44.purify_k141_864196_3(Fam_5462 [★Target])
"(3485, 4279)",2,[4279],202104TB-W68-N1_bin.35.purify_k141_3254719,202104TB-W68-N1_bin.35.purify_k141_3254719_3722-5959,202104TB-W68-N1_bin.35.purify_k141_3254719_6(Fam_4279 [★Target]) --> 202104TB-W68-N1_bin.35.purify_k141_3254719_7(Fam_3485 [★Target])
"(3485, 4279)",2,[4279],BGBMC-20S-2-N1_bin.170.purify_k141_554399,BGBMC-20S-2-N1_bin.170.purify_k141_554399_2-1989,BGBMC-20S-2-N1_bin.170.purify_k141_554399_1(Fam_4279 [★Target]) --> BGBMC-20S-2-N1_bin.170.purify_k141_554399_2(Fam_3485 [★Target])
"(3195, 3964)",2,"[3195, 3964]",LLSD-8-N1_bin.37.purify_k141_1105420,LLSD-8-N1_bin.37.purify_k141_1105420_1162-3488,LLSD-8-N1_bin.37.purify_k141_1105420_3(Fam_3195 [★Target]) --> LLSD-8-N1_bin.37.purify_k141_1105420_4(Fam_3964 [★Target])
"(3195, 3964)",2,"[3195, 3964]",TBLU-06-N1_bin.2.purify_k141_748639,TBLU-06-N1_bin.2.purify_k141_748639_585-2842,TBLU-06-N1_bin.2.purify_k141_748639_3(Fam_3964 [★Target]) --> TBLU-06-N1_bin.2.purify_k141_748639_4(Fam_3195 [★Target])
"(3333, 5641)",2,[3333],202104TB-W69-N1_bin.73.purify_k141_205140,202104TB-W69-N1_bin.73.purify_k141_205140_19876-21956,202104TB-W69-N1_bin.73.purify_k141_205140_30(Fam_3333 [★Target]) --> 202104TB-W69-N1_bin.73.purify_k141_205140_31(Fam_5641 [★Target])
"(3333, 5641)",2,[3333],202104TB-W70-N1_bin.224.purify_k141_670678,202104TB-W70-N1_bin.224.purify_k141_670678_726-2806,202104TB-W70-N1_bin.224.purify_k141_670678_2(Fam_3333 [★Target]) --> 202104TB-W70-N1_bin.224.purify_k141_670678_3(Fam_5641 [★Target])
"(709, 1236)",2,[709],202104TB-W67-N1_bin.31.purify_k141_1001269,202104TB-W67-N1_bin.31.purify_k141_1001269_3-3102,202104TB-W67-N1_bin.31.purify_k141_1001269_1(Fam_1236 [★Target]) --> 202104TB-W67-N1_bin.31.purify_k141_1001269_2(Fam_709 [★Target])
"(709, 1236)",2,[709],NMC-S-7-N1_bin.24.purify_k141_2512235,NMC-S-7-N1_bin.24.purify_k141_2512235_105-1734,NMC-S-7-N1_bin.24.purify_k141_2512235_2(Fam_1236 [★Target]) --> NMC-S-7-N1_bin.24.purify_k141_2512235_3(Fam_709 [★Target])
"(6151, 6439)",2,"[6151, 6439]",202104TB-W66-N1_bin.99.purify_k141_2337148,202104TB-W66-N1_bin.99.purify_k141_2337148_22027-23698,202104TB-W66-N1_bin.99.purify_k141_2337148_15(Fam_6151 [★Target]) --> 202104TB-W66-N1_bin.99.purify_k141_2337148_16(Fam_6439 [★Target])
"(6151, 6439)",2,"[6151, 6439]",202104TB-W68-N1_bin.84.purify_k141_3159227,202104TB-W68-N1_bin.84.purify_k141_3159227_5850-7521,202104TB-W68-N1_bin.84.purify_k141_3159227_5(Fam_6151 [★Target]) --> 202104TB-W68-N1_bin.84.purify_k141_3159227_6(Fam_6439 [★Target])
"(7713, 8399)",2,[8399],LLSD-5-N1_bin.22.purify_k141_2133651,LLSD-5-N1_bin.22.purify_k141_2133651_1-899,LLSD-5-N1_bin.22.purify_k141_2133651_1(Fam_8399 [★Target]) --> LLSD-5-N1_bin.22.purify_k141_2133651_2(Fam_7713 [★Target])
"(7713, 8399)",2,[8399],TBCBL-05-N1_bin.37.purify_k141_2328100,TBCBL-05-N1_bin.37.purify_k141_2328100_465-1768,TBCBL-05-N1_bin.37.purify_k141_2328100_2(Fam_8399 [★Target]) --> TBCBL-05-N1_bin.37.purify_k141_2328100_3(Fam_7713 [★Target])
"(1294, 5514)",2,[5514],BMC20S-N1-N1_bin.36.purify_k141_1717645,BMC20S-N1-N1_bin.36.purify_k141_1717645_17120-19776,BMC20S-N1-N1_bin.36.purify_k141_1717645_15(Fam_1294 [★Target]) --> BMC20S-N1-N1_bin.36.purify_k141_1717645_16(Fam_5514 [★Target])
"(1294, 5514)",2,[5514],PC-20S-1-N1_bin.109.purify_k141_493815,PC-20S-1-N1_bin.109.purify_k141_493815_902-3639,PC-20S-1-N1_bin.109.purify_k141_493815_4(Fam_1294 [★Target]) --> PC-20S-1-N1_bin.109.purify_k141_493815_5(Fam_5514 [★Target])
"(2108, 10530)",2,[10530],LLSD-5-N1_bin.22.purify_k141_1253163,LLSD-5-N1_bin.22.purify_k141_1253163_1-1681,LLSD-5-N1_bin.22.purify_k141_1253163_1(Fam_10530 [★Target]) --> LLSD-5-N1_bin.22.purify_k141_1253163_2(Fam_2108 [★Target])
"(2108, 10530)",2,[10530],SLC-S-7-N1_bin.127.purify_k141_2323019,SLC-S-7-N1_bin.127.purify_k141_2323019_3-1906,SLC-S-7-N1_bin.127.purify_k141_2323019_1(Fam_10530 [★Target]) --> SLC-S-7-N1_bin.127.purify_k141_2323019_2(Fam_2108 [★Target])
"(914, 5685)",2,[5685],LLSD-5-N1_bin.21.purify_k141_139366,LLSD-5-N1_bin.21.purify_k141_139366_273-3451,LLSD-5-N1_bin.21.purify_k141_139366_2(Fam_5685 [★Target]) --> LLSD-5-N1_bin.21.purify_k141_139366_3(Fam_914 [★Target])
"(914, 5685)",2,[5685],TBLU-07-N1_bin.3.purify_k141_397200,TBLU-07-N1_bin.3.purify_k141_397200_393-3591,TBLU-07-N1_bin.3.purify_k141_397200_1(Fam_914 [★Target]) --> TBLU-07-N1_bin.3.purify_k141_397200_2(Fam_5685 [★Target])
"(1287, 5360, 7652)",2,[5360],BMC20S-N1-N1_bin.298.purify_k141_685357,BMC20S-N1-N1_bin.298.purify_k141_685357_13779-17148,BMC20S-N1-N1_bin.298.purify_k141_685357_20(Fam_5360 [★Target]) --> BMC20S-N1-N1_bin.298.purify_k141_685357_21(Fam_1287 [★Target]) --> BMC20S-N1-N1_bin.298.purify_k141_685357_22(Fam_7652 [★Target])
"(1287, 5360, 7652)",2,[5360],ZJZBSD-s03-N1_bin.31.purify_k141_424698,ZJZBSD-s03-N1_bin.31.purify_k141_424698_583-4068,ZJZBSD-s03-N1_bin.31.purify_k141_424698_2(Fam_7652 [★Target]) --> ZJZBSD-s03-N1_bin.31.purify_k141_424698_3(Fam_1287 [★Target]) --> ZJZBSD-s03-N1_bin.31.purify_k141_424698_4(Fam_5360 [★Target])
"(480, 8125)",2,[8125],202104TB-W69-N1_bin.6.purify_k141_1175199,202104TB-W69-N1_bin.6.purify_k141_1175199_1-1110,202104TB-W69-N1_bin.6.purify_k141_1175199_1(Fam_480 [★Target]) --> 202104TB-W69-N1_bin.6.purify_k141_1175199_2(Fam_8125 [★Target])
"(480, 8125)",2,[8125],CE-N-S-N1_bin.38.purify_k141_795313,CE-N-S-N1_bin.38.purify_k141_795313_3-1589,CE-N-S-N1_bin.38.purify_k141_795313_1(Fam_480 [★Target]) --> CE-N-S-N1_bin.38.purify_k141_795313_2(Fam_8125 [★Target])
"(11905, 12110)",2,[11905],BMC20S-N1-N1_bin.175.purify_k141_1791725,BMC20S-N1-N1_bin.175.purify_k141_1791725_299-837,BMC20S-N1-N1_bin.175.purify_k141_1791725_2(Fam_12110 [★Target]) --> BMC20S-N1-N1_bin.175.purify_k141_1791725_3(Fam_11905 [★Target])
"(11905, 12110)",2,[11905],CRC-20S-1-N1_bin.73.purify_k141_1764587,CRC-20S-1-N1_bin.73.purify_k141_1764587_2201-2739,CRC-20S-1-N1_bin.73.purify_k141_1764587_3(Fam_11905 [★Target]) --> CRC-20S-1-N1_bin.73.purify_k141_1764587_4(Fam_12110 [★Target])
"(975, 6583)",2,[6583],202104TB-W69-N1_bin.43.purify_k141_64909,202104TB-W69-N1_bin.43.purify_k141_64909_346-3245,202104TB-W69-N1_bin.43.purify_k141_64909_3(Fam_975 [★Target]) --> 202104TB-W69-N1_bin.43.purify_k141_64909_4(Fam_6583 [★Target])
"(975, 6583)",2,[6583],NRPC-20S-1-N1_bin.5.purify_k141_821861,NRPC-20S-1-N1_bin.5.purify_k141_821861_14470-17369,NRPC-20S-1-N1_bin.5.purify_k141_821861_13(Fam_975 [★Target]) --> NRPC-20S-1-N1_bin.5.purify_k141_821861_14(Fam_6583 [★Target])
"(7623, 12017)",2,"[7623, 12017]",NMC-S-4-N1_bin.137.purify_k141_872480,NMC-S-4-N1_bin.137.purify_k141_872480_7863-8884,NMC-S-4-N1_bin.137.purify_k141_872480_9(Fam_12017 [★Target]) --> NMC-S-4-N1_bin.137.purify_k141_872480_10(Fam_7623 [★Target])
"(7623, 12017)",2,"[7623, 12017]",NMC-S-7-N1_bin.64.purify_k141_2058926,NMC-S-7-N1_bin.64.purify_k141_2058926_1874-2895,NMC-S-7-N1_bin.64.purify_k141_2058926_4(Fam_7623 [★Target]) --> NMC-S-7-N1_bin.64.purify_k141_2058926_5(Fam_12017 [★Target])
"(3718, 6864)",2,[3718],202104TB-W69-N1_bin.30.purify_k141_930065,202104TB-W69-N1_bin.30.purify_k141_930065_2744-4700,202104TB-W69-N1_bin.30.purify_k141_930065_5(Fam_6864 [★Target]) --> 202104TB-W69-N1_bin.30.purify_k141_930065_6(Fam_3718 [★Target])
"(3718, 6864)",2,[3718],CE-N-S-N1_bin.101.purify_k141_1024239,CE-N-S-N1_bin.101.purify_k141_1024239_137-2093,CE-N-S-N1_bin.101.purify_k141_1024239_1(Fam_3718 [★Target]) --> CE-N-S-N1_bin.101.purify_k141_1024239_2(Fam_6864 [★Target])
"(2608, 5304)",2,[5304],NMC-S-4-N1_bin.137.purify_k141_2039920,NMC-S-4-N1_bin.137.purify_k141_2039920_7308-9514,NMC-S-4-N1_bin.137.purify_k141_2039920_6(Fam_2608 [★Target]) --> NMC-S-4-N1_bin.137.purify_k141_2039920_7(Fam_5304 [★Target])
"(2608, 5304)",2,[5304],NMC-S-8-N1_bin.134.purify_k141_2093432,NMC-S-8-N1_bin.134.purify_k141_2093432_7308-9514,NMC-S-8-N1_bin.134.purify_k141_2093432_6(Fam_2608 [★Target]) --> NMC-S-8-N1_bin.134.purify_k141_2093432_7(Fam_5304 [★Target])
"(8511, 9891)",2,[9891],202104TB-W68-N1_bin.67.purify_k141_695339,202104TB-W68-N1_bin.67.purify_k141_695339_1-1138,202104TB-W68-N1_bin.67.purify_k141_695339_1(Fam_9891 [★Target]) --> 202104TB-W68-N1_bin.67.purify_k141_695339_2(Fam_8511 [★Target])
"(8511, 9891)",2,[9891],KMC-20S-1-N1_bin.71.purify_k141_1590867,KMC-20S-1-N1_bin.71.purify_k141_1590867_1-1156,KMC-20S-1-N1_bin.71.purify_k141_1590867_1(Fam_9891 [★Target]) --> KMC-20S-1-N1_bin.71.purify_k141_1590867_2(Fam_8511 [★Target])
"(1675, 6304)",2,[6304],NMC-S-4-N1_bin.132.purify_k141_2278506,NMC-S-4-N1_bin.132.purify_k141_2278506_255-2701,NMC-S-4-N1_bin.132.purify_k141_2278506_1(Fam_6304 [★Target]) --> NMC-S-4-N1_bin.132.purify_k141_2278506_2(Fam_1675 [★Target])
"(1675, 6304)",2,[6304],NMC-S-7-N1_bin.185.purify_k141_656974,NMC-S-7-N1_bin.185.purify_k141_656974_246-2692,NMC-S-7-N1_bin.185.purify_k141_656974_1(Fam_1675 [★Target]) --> NMC-S-7-N1_bin.185.purify_k141_656974_2(Fam_6304 [★Target])
"(406, 4658)",2,[4658],202104TB-W69-N1_bin.198.purify_k141_880838,202104TB-W69-N1_bin.198.purify_k141_880838_2-3729,202104TB-W69-N1_bin.198.purify_k141_880838_1(Fam_406 [★Target]) --> 202104TB-W69-N1_bin.198.purify_k141_880838_2(Fam_4658 [★Target])
"(406, 4658)",2,[4658],KMC-20S-1-N1_bin.200.purify_k141_2417180,KMC-20S-1-N1_bin.200.purify_k141_2417180_3-2863,KMC-20S-1-N1_bin.200.purify_k141_2417180_1(Fam_406 [★Target]) --> KMC-20S-1-N1_bin.200.purify_k141_2417180_2(Fam_4658 [★Target])
"(5819, 7971)",2,[5819],202104TB-W69-N1_bin.183.purify_k141_696075,202104TB-W69-N1_bin.183.purify_k141_696075_818-2228,202104TB-W69-N1_bin.183.purify_k141_696075_2(Fam_5819 [★Target]) --> 202104TB-W69-N1_bin.183.purify_k141_696075_3(Fam_7971 [★Target])
"(5819, 7971)",2,[5819],ZJ-S-N13.9m-N2_bin.200.purify_k141_1301995,ZJ-S-N13.9m-N2_bin.200.purify_k141_1301995_685-2296,ZJ-S-N13.9m-N2_bin.200.purify_k141_1301995_2(Fam_5819 [★Target]) --> ZJ-S-N13.9m-N2_bin.200.purify_k141_1301995_3(Fam_7971 [★Target])
"(2567, 9835)",2,"[2567, 9835]",NMC-S-4-N1_bin.121.purify_k141_678440,NMC-S-4-N1_bin.121.purify_k141_678440_1134-2956,NMC-S-4-N1_bin.121.purify_k141_678440_2(Fam_2567 [★Target]) --> NMC-S-4-N1_bin.121.purify_k141_678440_3(Fam_9835 [★Target])
"(2567, 9835)",2,"[2567, 9835]",YZYC-20S-7-N1_bin.119.purify_k141_1788487,YZYC-20S-7-N1_bin.119.purify_k141_1788487_2-1836,YZYC-20S-7-N1_bin.119.purify_k141_1788487_1(Fam_9835 [★Target]) --> YZYC-20S-7-N1_bin.119.purify_k141_1788487_2(Fam_2567 [★Target])
"(10574, 12510)",2,[12510],202104TB-W68-N1_bin.77.purify_k141_2865309,202104TB-W68-N1_bin.77.purify_k141_2865309_2548-3198,202104TB-W68-N1_bin.77.purify_k141_2865309_5(Fam_12510 [★Target]) --> 202104TB-W68-N1_bin.77.purify_k141_2865309_6(Fam_10574 [★Target])
"(10574, 12510)",2,[12510],SLHSD1-N1_bin.138.purify_k141_551209,SLHSD1-N1_bin.138.purify_k141_551209_5193-5665,SLHSD1-N1_bin.138.purify_k141_551209_6(Fam_12510 [★Target]) --> SLHSD1-N1_bin.138.purify_k141_551209_7(Fam_10574 [★Target])
"(515, 7592)",2,[7592],202106QH-W27-N1_bin.119.purify_k141_2820146,202106QH-W27-N1_bin.119.purify_k141_2820146_338-3744,202106QH-W27-N1_bin.119.purify_k141_2820146_2(Fam_515 [★Target]) --> 202106QH-W27-N1_bin.119.purify_k141_2820146_3(Fam_7592 [★Target])
"(515, 7592)",2,[7592],ZJ-S-05.4m-N1_bin.42.purify_k141_2157093,ZJ-S-05.4m-N1_bin.42.purify_k141_2157093_286-3475,ZJ-S-05.4m-N1_bin.42.purify_k141_2157093_2(Fam_515 [★Target]) --> ZJ-S-05.4m-N1_bin.42.purify_k141_2157093_3(Fam_7592 [★Target])
"(6986, 12179)",2,"[6986, 12179]",202106QH-W25-N1_bin.70.purify_k141_919429,202106QH-W25-N1_bin.70.purify_k141_919429_388-1624,202106QH-W25-N1_bin.70.purify_k141_919429_1(Fam_6986 [★Target]) --> 202106QH-W25-N1_bin.70.purify_k141_919429_2(Fam_12179 [★Target])
"(6986, 12179)",2,"[6986, 12179]",202106QH-W27-N1_bin.29.purify_k141_367535,202106QH-W27-N1_bin.29.purify_k141_367535_16466-17702,202106QH-W27-N1_bin.29.purify_k141_367535_15(Fam_6986 [★Target]) --> 202106QH-W27-N1_bin.29.purify_k141_367535_16(Fam_12179 [★Target])
"(1286, 11004)",2,[11004],202106QH-W25-N1_bin.69.purify_k141_955393,202106QH-W25-N1_bin.69.purify_k141_955393_2-1395,202106QH-W25-N1_bin.69.purify_k141_955393_1(Fam_1286 [★Target]) --> 202106QH-W25-N1_bin.69.purify_k141_955393_2(Fam_11004 [★Target])
"(1286, 11004)",2,[11004],202106QH-W40-N1_bin.156.purify_k141_1019780,202106QH-W40-N1_bin.156.purify_k141_1019780_2633-4938,202106QH-W40-N1_bin.156.purify_k141_1019780_6(Fam_11004 [★Target]) --> 202106QH-W40-N1_bin.156.purify_k141_1019780_7(Fam_1286 [★Target])
"(7067, 12021)",2,[12021],PC-20S-1-N1_bin.110.purify_k141_1615181,PC-20S-1-N1_bin.110.purify_k141_1615181_4063-5260,PC-20S-1-N1_bin.110.purify_k141_1615181_4(Fam_12021 [★Target]) --> PC-20S-1-N1_bin.110.purify_k141_1615181_5(Fam_7067 [★Target])
"(7067, 12021)",2,[12021],PC-20S-3-N1_bin.50.purify_k141_319820,PC-20S-3-N1_bin.50.purify_k141_319820_4063-5260,PC-20S-3-N1_bin.50.purify_k141_319820_4(Fam_12021 [★Target]) --> PC-20S-3-N1_bin.50.purify_k141_319820_5(Fam_7067 [★Target])
"(1712, 6985)",2,[1712],202106QH-W25-N1_bin.252.purify_k141_862457,202106QH-W25-N1_bin.252.purify_k141_862457_458-2265,202106QH-W25-N1_bin.252.purify_k141_862457_2(Fam_6985 [★Target]) --> 202106QH-W25-N1_bin.252.purify_k141_862457_3(Fam_1712 [★Target])
"(1712, 6985)",2,[1712],SLC-S-N1_bin.129.purify_k141_68368,SLC-S-N1_bin.129.purify_k141_68368_458-2882,SLC-S-N1_bin.129.purify_k141_68368_2(Fam_6985 [★Target]) --> SLC-S-N1_bin.129.purify_k141_68368_3(Fam_1712 [★Target])
"(6503, 10140)",2,[6503],202106QH-W25-N1_bin.243.purify_k141_3446931,202106QH-W25-N1_bin.243.purify_k141_3446931_2-1461,202106QH-W25-N1_bin.243.purify_k141_3446931_1(Fam_6503 [★Target]) --> 202106QH-W25-N1_bin.243.purify_k141_3446931_2(Fam_10140 [★Target])
