homology_cluster_id,gene_name,gene_type,genome_id,physical_cluster_id
7659,202106QH-W11-N1_bin.113.purify_k141_1431233_8,known_defense,202106QH-W11-N1_bin.113.purify_k141_1431233,202106QH-W11-N1_bin.113.purify_k141_1431233_5100-6922
7659,CRC-20S-3-N1_bin.28.purify_k141_3319760_1,candidate,CRC-20S-3-N1_bin.28.purify_k141_3319760,CRC-20S-3-N1_bin.28.purify_k141_3319760_3-1498
7659,ZJ-S-N13.9m-N2_bin.194.purify_k141_1309011_1,candidate,ZJ-S-N13.9m-N2_bin.194.purify_k141_1309011,ZJ-S-N13.9m-N2_bin.194.purify_k141_1309011_1-1673
7660,202106QH-W16-N1_bin.39.purify_k141_1256939_7,known_defense,202106QH-W16-N1_bin.39.purify_k141_1256939,202106QH-W16-N1_bin.39.purify_k141_1256939_5913-7807
7661,202106QH-W17-N1_bin.49.purify_k141_2861907_10,candidate,202106QH-W17-N1_bin.49.purify_k141_2861907,202106QH-W17-N1_bin.49.purify_k141_2861907_9307-11461
7662,202106QH-W18-N1_bin.399.purify_k141_3596309_3,candidate,202106QH-W18-N1_bin.399.purify_k141_3596309,202106QH-W18-N1_bin.399.purify_k141_3596309_300-3426
7663,202106QH-W19-N1_bin.276.purify_k141_969005_3,known_defense,202106QH-W19-N1_bin.276.purify_k141_969005,202106QH-W19-N1_bin.276.purify_k141_969005_1815-3204
7664,202106QH-W19-N1_bin.39.purify_k141_215303_5,known_defense,202106QH-W19-N1_bin.39.purify_k141_215303,202106QH-W19-N1_bin.39.purify_k141_215303_4062-7557
7665,202106QH-W28-N1_bin.50.purify_k141_1836063_5,candidate,202106QH-W28-N1_bin.50.purify_k141_1836063,202106QH-W28-N1_bin.50.purify_k141_1836063_673-2995
7666,202106QH-W32-N1_bin.121.purify_k141_465952_4,known_defense,202106QH-W32-N1_bin.121.purify_k141_465952,202106QH-W32-N1_bin.121.purify_k141_465952_1044-2374
7666,NMC-S-8-N1_bin.2.purify_k141_1520851_1,candidate,NMC-S-8-N1_bin.2.purify_k141_1520851,NMC-S-8-N1_bin.2.purify_k141_1520851_1-1520
7667,202106QH-W33-N1_bin.8.purify_k141_513292_1,candidate,202106QH-W33-N1_bin.8.purify_k141_513292,202106QH-W33-N1_bin.8.purify_k141_513292_3-1851
7668,202106QH-W36-N1_bin.97.purify_k141_474566_4,candidate,202106QH-W36-N1_bin.97.purify_k141_474566,202106QH-W36-N1_bin.97.purify_k141_474566_1618-4045
7669,202106QH-W9-N1_bin.67.purify_k141_1282297_3,candidate,202106QH-W9-N1_bin.67.purify_k141_1282297,202106QH-W9-N1_bin.67.purify_k141_1282297_1329-2202
7670,BGBMC-20S-2-N1_bin.102.purify_k141_1808774_1,candidate,BGBMC-20S-2-N1_bin.102.purify_k141_1808774,BGBMC-20S-2-N1_bin.102.purify_k141_1808774_3-1882
7671,BMC20S-2-N1_bin.311.purify_k141_2863165_2,candidate,BMC20S-2-N1_bin.311.purify_k141_2863165,BMC20S-2-N1_bin.311.purify_k141_2863165_700-2411
7672,CC-20S-1-N1_bin.7.purify_k141_1863435_3,known_defense,CC-20S-1-N1_bin.7.purify_k141_1863435,CC-20S-1-N1_bin.7.purify_k141_1863435_228-1491
7673,CE-20S-1-N1_bin.37.purify_k141_779201_2,known_defense,CE-20S-1-N1_bin.37.purify_k141_779201,CE-20S-1-N1_bin.37.purify_k141_779201_824-2683
7673,CE-20S-2-N1_bin.84.purify_k141_633243_3,known_defense,CE-20S-2-N1_bin.84.purify_k141_633243,CE-20S-2-N1_bin.84.purify_k141_633243_926-2785
7673,SLC-S-3-N1_bin.221.purify_k141_2448410_4,candidate,SLC-S-3-N1_bin.221.purify_k141_2448410,SLC-S-3-N1_bin.221.purify_k141_2448410_1628-3487
7674,GMZ14-N1_bin.25.purify_k141_1422001_5,candidate,GMZ14-N1_bin.25.purify_k141_1422001,GMZ14-N1_bin.25.purify_k141_1422001_4477-6541
7675,JC-20S-3-N1_bin.24.purify_k141_1505157_6,candidate,JC-20S-3-N1_bin.24.purify_k141_1505157,JC-20S-3-N1_bin.24.purify_k141_1505157_3697-5550
7676,LLSD-3-N1_bin.116.purify_k141_2342362_1,known_defense,LLSD-3-N1_bin.116.purify_k141_2342362,LLSD-3-N1_bin.116.purify_k141_2342362_1-1390
7677,LLSD-3-N1_bin.23.purify_k141_1023031_6,known_defense,LLSD-3-N1_bin.23.purify_k141_1023031,LLSD-3-N1_bin.23.purify_k141_1023031_3646-5432
7678,LLSD-9-N1_bin.14.purify_k141_1507411_2,candidate,LLSD-9-N1_bin.14.purify_k141_1507411,LLSD-9-N1_bin.14.purify_k141_1507411_425-2948
7679,PC-20S-2-N1_bin.111.purify_k141_1468458_12,candidate,PC-20S-2-N1_bin.111.purify_k141_1468458,PC-20S-2-N1_bin.111.purify_k141_1468458_5182-6844
7680,PC-20S-3-N1_bin.99.purify_k141_840128_9,known_defense,PC-20S-3-N1_bin.99.purify_k141_840128,PC-20S-3-N1_bin.99.purify_k141_840128_7800-9222
7681,TBCBL-03-N1_bin.29.purify_k141_3827875_2,candidate,TBCBL-03-N1_bin.29.purify_k141_3827875,TBCBL-03-N1_bin.29.purify_k141_3827875_367-2027
7682,YZYC-20S-7-N1_bin.60.purify_k141_128413_1,known_defense,YZYC-20S-7-N1_bin.60.purify_k141_128413,YZYC-20S-7-N1_bin.60.purify_k141_128413_2-2398
7683,202106QH-W9-N1_bin.104.purify_k141_987612_6,candidate,202106QH-W9-N1_bin.104.purify_k141_987612,202106QH-W9-N1_bin.104.purify_k141_987612_2430-3564
7683,BMC20S-2-N1_bin.175.purify_k141_426957_1,candidate,BMC20S-2-N1_bin.175.purify_k141_426957,BMC20S-2-N1_bin.175.purify_k141_426957_77-1992
7683,YZYC-20S-8-N1_bin.147.purify_k141_123696_8,known_defense,YZYC-20S-8-N1_bin.147.purify_k141_123696,YZYC-20S-8-N1_bin.147.purify_k141_123696_10365-11413
7683,ZJ-S-2-N2_bin.9.purify_k141_1838782_2,known_defense,ZJ-S-2-N2_bin.9.purify_k141_1838782,ZJ-S-2-N2_bin.9.purify_k141_1838782_417-1632
7683,ZJ-S-N13.9m-N2_bin.36.purify_k141_1064343_2,candidate,ZJ-S-N13.9m-N2_bin.36.purify_k141_1064343,ZJ-S-N13.9m-N2_bin.36.purify_k141_1064343_704-2010
7684,ZJZBSD-s03-2-N1_bin.79.purify_k141_3000398_6,candidate,ZJZBSD-s03-2-N1_bin.79.purify_k141_3000398,ZJZBSD-s03-2-N1_bin.79.purify_k141_3000398_4543-5803
7685,202104TB-W18-N1_bin.12.purify_k141_1171358_2,known_defense,202104TB-W18-N1_bin.12.purify_k141_1171358,202104TB-W18-N1_bin.12.purify_k141_1171358_3-1510
7685,202104TB-W71-N1_bin.155.purify_k141_1067877_5,known_defense,202104TB-W71-N1_bin.155.purify_k141_1067877,202104TB-W71-N1_bin.155.purify_k141_1067877_1585-3213
7685,202106QH-W7-N1_bin.80.purify_k141_2138752_4,candidate,202106QH-W7-N1_bin.80.purify_k141_2138752,202106QH-W7-N1_bin.80.purify_k141_2138752_1849-4254
7685,BGBMC-20S-1-N1_bin.136.purify_k141_12809_5,candidate,BGBMC-20S-1-N1_bin.136.purify_k141_12809,BGBMC-20S-1-N1_bin.136.purify_k141_12809_1416-2572
7685,BMC20S-2-N1_bin.308.purify_k141_1015625_6,candidate,BMC20S-2-N1_bin.308.purify_k141_1015625,BMC20S-2-N1_bin.308.purify_k141_1015625_2848-5320
7685,PC-20S-4-N1_bin.160.purify_k141_23039_2,known_defense,PC-20S-4-N1_bin.160.purify_k141_23039,PC-20S-4-N1_bin.160.purify_k141_23039_3-2452
7685,SLC-S-3-N1_bin.76.purify_k141_2588933_2,known_defense,SLC-S-3-N1_bin.76.purify_k141_2588933,SLC-S-3-N1_bin.76.purify_k141_2588933_2-1963
7686,202104TB-W20-N1_bin.27.purify_k141_747893_2,candidate,202104TB-W20-N1_bin.27.purify_k141_747893,202104TB-W20-N1_bin.27.purify_k141_747893_133-1309
7686,HHSD3-N1_bin.8.purify_k141_23077_6,candidate,HHSD3-N1_bin.8.purify_k141_23077,HHSD3-N1_bin.8.purify_k141_23077_5064-6232
7687,202104TB-W26-N1_bin.19.purify_k141_378819_12,candidate,202104TB-W26-N1_bin.19.purify_k141_378819,202104TB-W26-N1_bin.19.purify_k141_378819_11868-12928
7688,202104TB-W56-N1_bin.12.purify_k141_882019_7,candidate,202104TB-W56-N1_bin.12.purify_k141_882019,202104TB-W56-N1_bin.12.purify_k141_882019_2110-4279
7689,202104TB-W56-N1_bin.6.purify_k141_1529591_6,candidate,202104TB-W56-N1_bin.6.purify_k141_1529591,202104TB-W56-N1_bin.6.purify_k141_1529591_9067-10684
7690,202104TB-W63-N1_bin.47.purify_k141_2062984_1,candidate,202104TB-W63-N1_bin.47.purify_k141_2062984,202104TB-W63-N1_bin.47.purify_k141_2062984_36-1323
7691,202104TB-W66-N1_bin.35.purify_k141_1381268_8,candidate,202104TB-W66-N1_bin.35.purify_k141_1381268,202104TB-W66-N1_bin.35.purify_k141_1381268_5589-7338
7692,202104TB-W70-N1_bin.130.purify_k141_1589489_2,candidate,202104TB-W70-N1_bin.130.purify_k141_1589489,202104TB-W70-N1_bin.130.purify_k141_1589489_3-2108
7693,202104TB-W75-N1_bin.67.purify_k141_2760950_1,candidate,202104TB-W75-N1_bin.67.purify_k141_2760950,202104TB-W75-N1_bin.67.purify_k141_2760950_3-1529
7694,202104TB-W29-N1_bin.100.purify_k141_998006_10,candidate,202104TB-W29-N1_bin.100.purify_k141_998006,202104TB-W29-N1_bin.100.purify_k141_998006_3985-5695
7694,202104TB-W41-N1_bin.63.purify_k141_622179_3,known_defense,202104TB-W41-N1_bin.63.purify_k141_622179,202104TB-W41-N1_bin.63.purify_k141_622179_1604-3173
7694,202106QH-W12-N1_bin.11.purify_k141_1064472_5,candidate,202106QH-W12-N1_bin.11.purify_k141_1064472,202106QH-W12-N1_bin.11.purify_k141_1064472_1909-3848
7694,202106QH-W22-N1_bin.53.purify_k141_491647_10,candidate,202106QH-W22-N1_bin.53.purify_k141_491647,202106QH-W22-N1_bin.53.purify_k141_491647_6625-7653
7694,202106QH-W24-N1_bin.221.purify_k141_1233983_5,candidate,202106QH-W24-N1_bin.221.purify_k141_1233983,202106QH-W24-N1_bin.221.purify_k141_1233983_3920-5911
7694,CE-B-S-2-N1_bin.116.purify_k141_1281057_7,candidate,CE-B-S-2-N1_bin.116.purify_k141_1281057,CE-B-S-2-N1_bin.116.purify_k141_1281057_2945-4254
7694,JC-20S-2-N1_bin.85.purify_k141_1922265_2,candidate,JC-20S-2-N1_bin.85.purify_k141_1922265,JC-20S-2-N1_bin.85.purify_k141_1922265_1750-3488
7694,NMC-S-6-N1_bin.217.purify_k141_1513451_6,candidate,NMC-S-6-N1_bin.217.purify_k141_1513451,NMC-S-6-N1_bin.217.purify_k141_1513451_3849-5331
7694,NRPC-20S-1-N1_bin.103.purify_k141_1071521_1,candidate,NRPC-20S-1-N1_bin.103.purify_k141_1071521,NRPC-20S-1-N1_bin.103.purify_k141_1071521_1-1580
7694,PC-20S-3-N1_bin.153.purify_k141_865693_3,candidate,PC-20S-3-N1_bin.153.purify_k141_865693,PC-20S-3-N1_bin.153.purify_k141_865693_823-2154
7694,SLC-S-N1_bin.169.purify_k141_207210_2,candidate,SLC-S-N1_bin.169.purify_k141_207210,SLC-S-N1_bin.169.purify_k141_207210_2-2808
7694,YM-S-27.0m-N1_bin.134.purify_k141_158340_2,candidate,YM-S-27.0m-N1_bin.134.purify_k141_158340,YM-S-27.0m-N1_bin.134.purify_k141_158340_1-983
7694,YM-S-43m-N3_bin.95.purify_k141_1451657_6,candidate,YM-S-43m-N3_bin.95.purify_k141_1451657,YM-S-43m-N3_bin.95.purify_k141_1451657_1770-3480
7694,ZJ-S-05.4m-N1_bin.98.purify_k141_1939485_3,candidate,ZJ-S-05.4m-N1_bin.98.purify_k141_1939485,ZJ-S-05.4m-N1_bin.98.purify_k141_1939485_883-4283
7694,ZJ-S-N13.9m-N2_bin.128.purify_k141_998101_7,known_defense,ZJ-S-N13.9m-N2_bin.128.purify_k141_998101,ZJ-S-N13.9m-N2_bin.128.purify_k141_998101_2281-3590
7695,202106QH-W28-N1_bin.165.purify_k141_942326_7,candidate,202106QH-W28-N1_bin.165.purify_k141_942326,202106QH-W28-N1_bin.165.purify_k141_942326_2075-3309
7696,202106QH-W28-N1_bin.67.purify_k141_400760_4,candidate,202106QH-W28-N1_bin.67.purify_k141_400760,202106QH-W28-N1_bin.67.purify_k141_400760_1180-3552
7697,202106QH-W9-N1_bin.46.purify_k141_1492155_59,candidate,202106QH-W9-N1_bin.46.purify_k141_1492155,202106QH-W9-N1_bin.46.purify_k141_1492155_60328-63202
7698,BGBMC-20S-2-N1_bin.206.purify_k141_2479164_1,candidate,BGBMC-20S-2-N1_bin.206.purify_k141_2479164,BGBMC-20S-2-N1_bin.206.purify_k141_2479164_2-2197
7699,BGBMC-20S-2-N1_bin.93.purify_k141_2260904_2,candidate,BGBMC-20S-2-N1_bin.93.purify_k141_2260904,BGBMC-20S-2-N1_bin.93.purify_k141_2260904_1693-3660
7699,CESD-S-3-N1_bin.10.purify_k141_1137730_2,candidate,CESD-S-3-N1_bin.10.purify_k141_1137730,CESD-S-3-N1_bin.10.purify_k141_1137730_1-836
7700,BMC20S-2-N1_bin.292.purify_k141_2221397_2,candidate,BMC20S-2-N1_bin.292.purify_k141_2221397,BMC20S-2-N1_bin.292.purify_k141_2221397_3-1574
7701,BMC20S-2-N1_bin.277.purify_k141_375841_61,candidate,BMC20S-2-N1_bin.277.purify_k141_375841,BMC20S-2-N1_bin.277.purify_k141_375841_70222-71926
7702,BMC20S-2-N1_bin.44.purify_k141_2928735_5,candidate,BMC20S-2-N1_bin.44.purify_k141_2928735,BMC20S-2-N1_bin.44.purify_k141_2928735_2115-11049
7703,BMC20S-2-N1_bin.75.purify_k141_2522912_2,known_defense,BMC20S-2-N1_bin.75.purify_k141_2522912,BMC20S-2-N1_bin.75.purify_k141_2522912_3-1671
7704,BMC20S-2-N1_bin.98.purify_k141_625753_11,candidate,BMC20S-2-N1_bin.98.purify_k141_625753,BMC20S-2-N1_bin.98.purify_k141_625753_13493-15648
7705,BMC20S-N1-N1_bin.242.purify_k141_90077_2,known_defense,BMC20S-N1-N1_bin.242.purify_k141_90077,BMC20S-N1-N1_bin.242.purify_k141_90077_286-1626
7705,CRC-20S-3-N1_bin.32.purify_k141_2627158_3,known_defense,CRC-20S-3-N1_bin.32.purify_k141_2627158,CRC-20S-3-N1_bin.32.purify_k141_2627158_445-1908
7706,CE-20S-2-N1_bin.91.purify_k141_1238816_2,candidate,CE-20S-2-N1_bin.91.purify_k141_1238816,CE-20S-2-N1_bin.91.purify_k141_1238816_3-1108
7707,CE-B-S-2-N1_bin.80.purify_k141_341499_3,known_defense,CE-B-S-2-N1_bin.80.purify_k141_341499,CE-B-S-2-N1_bin.80.purify_k141_341499_163-1532
7708,CESD-S-2--N2_bin.51.purify_k141_662558_2,candidate,CESD-S-2--N2_bin.51.purify_k141_662558,CESD-S-2--N2_bin.51.purify_k141_662558_2-1782
7709,CN-2-4.9m-N1_bin.20.purify_k141_1662323_2,known_defense,CN-2-4.9m-N1_bin.20.purify_k141_1662323,CN-2-4.9m-N1_bin.20.purify_k141_1662323_473-2130
7709,TMRSD2-N1_bin.58.purify_k141_1118684_2,candidate,TMRSD2-N1_bin.58.purify_k141_1118684,TMRSD2-N1_bin.58.purify_k141_1118684_1-1934
7710,GH-N1_bin.161.purify_k141_1197257_3,candidate,GH-N1_bin.161.purify_k141_1197257,GH-N1_bin.161.purify_k141_1197257_1202-2109
7711,GMZ14-N1_bin.68.purify_k141_51094_7,candidate,GMZ14-N1_bin.68.purify_k141_51094,GMZ14-N1_bin.68.purify_k141_51094_3436-4713
7712,KMC-20S-4-N1_bin.25.purify_k141_1283652_1,candidate,KMC-20S-4-N1_bin.25.purify_k141_1283652,KMC-20S-4-N1_bin.25.purify_k141_1283652_2-1048
7713,LLSD-5-N1_bin.22.purify_k141_2133651_2,known_defense,LLSD-5-N1_bin.22.purify_k141_2133651,LLSD-5-N1_bin.22.purify_k141_2133651_1-899
7713,TBCBL-05-N1_bin.37.purify_k141_2328100_3,candidate,TBCBL-05-N1_bin.37.purify_k141_2328100,TBCBL-05-N1_bin.37.purify_k141_2328100_465-1768
7714,NMC-S-5-N1_bin.4.purify_k141_750347_3,known_defense,NMC-S-5-N1_bin.4.purify_k141_750347,NMC-S-5-N1_bin.4.purify_k141_750347_1428-2665
7715,NRPC-20S-2-N1_bin.104.purify_k141_1076380_3,candidate,NRPC-20S-2-N1_bin.104.purify_k141_1076380,NRPC-20S-2-N1_bin.104.purify_k141_1076380_3677-5758
7716,PC-20S-4-N1_bin.73.purify_k141_133739_2,candidate,PC-20S-4-N1_bin.73.purify_k141_133739,PC-20S-4-N1_bin.73.purify_k141_133739_2-2470
7717,NMC-S-6-N1_bin.159.purify_k141_2582437_2,candidate,NMC-S-6-N1_bin.159.purify_k141_2582437,NMC-S-6-N1_bin.159.purify_k141_2582437_2-2093
7717,SLHSD1-N1_bin.26.purify_k141_1747808_2,known_defense,SLHSD1-N1_bin.26.purify_k141_1747808,SLHSD1-N1_bin.26.purify_k141_1747808_3-2924
7718,YM-3-34.9m-N1_bin.23.purify_k141_1592454_2,known_defense,YM-3-34.9m-N1_bin.23.purify_k141_1592454,YM-3-34.9m-N1_bin.23.purify_k141_1592454_1-2327
7719,202009TB-N7_bin.68.purify_k141_174915_54,candidate,202009TB-N7_bin.68.purify_k141_174915,202009TB-N7_bin.68.purify_k141_174915_70260-72699
7719,202104TB-W48-N1_bin.52.purify_k141_2025714_29,candidate,202104TB-W48-N1_bin.52.purify_k141_2025714,202104TB-W48-N1_bin.52.purify_k141_2025714_20825-22965
7719,202106QH-W24-N1_bin.233.purify_k141_378073_2,candidate,202106QH-W24-N1_bin.233.purify_k141_378073,202106QH-W24-N1_bin.233.purify_k141_378073_1895-4110
7719,202106QH-W33-N1_bin.35.purify_k141_286349_4,known_defense,202106QH-W33-N1_bin.35.purify_k141_286349,202106QH-W33-N1_bin.35.purify_k141_286349_3542-5018
7719,BMC20S-N1-N1_bin.20.purify_k141_1836854_4,candidate,BMC20S-N1-N1_bin.20.purify_k141_1836854,BMC20S-N1-N1_bin.20.purify_k141_1836854_2280-4466
7719,CE-D-S-N1_bin.99.purify_k141_1336498_5,candidate,CE-D-S-N1_bin.99.purify_k141_1336498,CE-D-S-N1_bin.99.purify_k141_1336498_3698-5877
7719,YZYC-20S-1-N1_bin.54.purify_k141_454178_3,candidate,YZYC-20S-1-N1_bin.54.purify_k141_454178,YZYC-20S-1-N1_bin.54.purify_k141_454178_408-2650
7720,202104TB-W16-N1_bin.29.purify_k141_998814_1,known_defense,202104TB-W16-N1_bin.29.purify_k141_998814,202104TB-W16-N1_bin.29.purify_k141_998814_3-1634
7721,202104TB-W30-N2_bin.73.purify_k141_2418717_1,candidate,202104TB-W30-N2_bin.73.purify_k141_2418717,202104TB-W30-N2_bin.73.purify_k141_2418717_1-1499
7721,202104TB-W34-N1_bin.125.purify_k141_1831575_9,candidate,202104TB-W34-N1_bin.125.purify_k141_1831575,202104TB-W34-N1_bin.125.purify_k141_1831575_5513-8193
7721,PC-20S-2-N1_bin.18.purify_k141_254186_1,candidate,PC-20S-2-N1_bin.18.purify_k141_254186,PC-20S-2-N1_bin.18.purify_k141_254186_1-1109
7721,YM-S-27.0m-N1_bin.86.purify_k141_101369_1,known_defense,YM-S-27.0m-N1_bin.86.purify_k141_101369,YM-S-27.0m-N1_bin.86.purify_k141_101369_3-1736
7722,202104TB-W44-N1_bin.62.purify_k141_344065_5,candidate,202104TB-W44-N1_bin.62.purify_k141_344065,202104TB-W44-N1_bin.62.purify_k141_344065_3374-4422
7723,202104TB-W51-N1_bin.15.purify_k141_1581559_1,known_defense,202104TB-W51-N1_bin.15.purify_k141_1581559,202104TB-W51-N1_bin.15.purify_k141_1581559_2-1888
7724,202106QH-W28-N1_bin.106.purify_k141_1375597_3,candidate,202106QH-W28-N1_bin.106.purify_k141_1375597,202106QH-W28-N1_bin.106.purify_k141_1375597_1259-2720
7724,BMC20S-2-N1_bin.198.purify_k141_178900_2,known_defense,BMC20S-2-N1_bin.198.purify_k141_178900,BMC20S-2-N1_bin.198.purify_k141_178900_751-2197
7724,BMC20S-N1-N1_bin.139.purify_k141_191665_8,known_defense,BMC20S-N1-N1_bin.139.purify_k141_191665,BMC20S-N1-N1_bin.139.purify_k141_191665_5377-6841
7725,202106QH-W28-N1_bin.22.purify_k141_556398_3,candidate,202106QH-W28-N1_bin.22.purify_k141_556398,202106QH-W28-N1_bin.22.purify_k141_556398_460-1856
7726,202106QH-W33-N1_bin.63.purify_k141_89761_11,known_defense,202106QH-W33-N1_bin.63.purify_k141_89761,202106QH-W33-N1_bin.63.purify_k141_89761_10410-11374
7727,202106QH-W38-N1_bin.45.purify_k141_196166_14,candidate,202106QH-W38-N1_bin.45.purify_k141_196166,202106QH-W38-N1_bin.45.purify_k141_196166_12981-16182
7728,BGBMC-20S-1-N1_bin.35.purify_k141_1677106_2,known_defense,BGBMC-20S-1-N1_bin.35.purify_k141_1677106,BGBMC-20S-1-N1_bin.35.purify_k141_1677106_204-1411
7728,BGBMC-20S-1-N1_bin.57.purify_k141_1748821_2,known_defense,BGBMC-20S-1-N1_bin.57.purify_k141_1748821,BGBMC-20S-1-N1_bin.57.purify_k141_1748821_443-1980
7728,YM-3-34.9m-N1_bin.94.purify_k141_423793_3,known_defense,YM-3-34.9m-N1_bin.94.purify_k141_423793,YM-3-34.9m-N1_bin.94.purify_k141_423793_1314-2512
7728,ZJZB-s-2-N2_bin.2.purify_k141_2915518_2,known_defense,ZJZB-s-2-N2_bin.2.purify_k141_2915518,ZJZB-s-2-N2_bin.2.purify_k141_2915518_65-1876
7729,BGBMC-20S-2-N1_bin.206.purify_k141_112011_1,candidate,BGBMC-20S-2-N1_bin.206.purify_k141_112011,BGBMC-20S-2-N1_bin.206.purify_k141_112011_3-1476
7730,BGBMC-20S-2-N1_bin.58.purify_k141_2081541_4,candidate,BGBMC-20S-2-N1_bin.58.purify_k141_2081541,BGBMC-20S-2-N1_bin.58.purify_k141_2081541_2515-3710
7731,BMC20S-2-N1_bin.357.purify_k141_2079073_10,known_defense,BMC20S-2-N1_bin.357.purify_k141_2079073,BMC20S-2-N1_bin.357.purify_k141_2079073_10702-12363
7731,BMC20S-N1-N1_bin.135.purify_k141_216127_4,known_defense,BMC20S-N1-N1_bin.135.purify_k141_216127,BMC20S-N1-N1_bin.135.purify_k141_216127_1680-3350
7732,BMC20S-N1-N1_bin.6.purify_k141_1359266_26,known_defense,BMC20S-N1-N1_bin.6.purify_k141_1359266,BMC20S-N1-N1_bin.6.purify_k141_1359266_30697-32592
7733,CE-D-S-N1_bin.100.purify_k141_1044879_11,candidate,CE-D-S-N1_bin.100.purify_k141_1044879,CE-D-S-N1_bin.100.purify_k141_1044879_12072-14985
7734,CE-N-S-N1_bin.93.purify_k141_957217_7,candidate,CE-N-S-N1_bin.93.purify_k141_957217,CE-N-S-N1_bin.93.purify_k141_957217_3035-4609
7735,DQZB-s2-N1_bin.16.purify_k141_1865381_5,candidate,DQZB-s2-N1_bin.16.purify_k141_1865381,DQZB-s2-N1_bin.16.purify_k141_1865381_1946-2990
7736,GH-N1_bin.116.purify_k141_1976510_1,candidate,GH-N1_bin.116.purify_k141_1976510,GH-N1_bin.116.purify_k141_1976510_1-1007
7737,HHSD2-N1_bin.14.purify_k141_1826796_3,known_defense,HHSD2-N1_bin.14.purify_k141_1826796,HHSD2-N1_bin.14.purify_k141_1826796_2053-3571
7738,202106QH-W18-N1_bin.67.purify_k141_4169340_2,candidate,202106QH-W18-N1_bin.67.purify_k141_4169340,202106QH-W18-N1_bin.67.purify_k141_4169340_2-2381
7738,JC-20S-2-N1_bin.79.purify_k141_1377349_4,known_defense,JC-20S-2-N1_bin.79.purify_k141_1377349,JC-20S-2-N1_bin.79.purify_k141_1377349_742-1718
7738,NMC-S-5-N1_bin.44.purify_k141_1249599_2,known_defense,NMC-S-5-N1_bin.44.purify_k141_1249599,NMC-S-5-N1_bin.44.purify_k141_1249599_231-1711
7738,QHH17-N1_bin.48.purify_k141_1580357_2,candidate,QHH17-N1_bin.48.purify_k141_1580357,QHH17-N1_bin.48.purify_k141_1580357_330-1306
7738,QHH8-N1_bin.13.purify_k141_1515294_1,candidate,QHH8-N1_bin.13.purify_k141_1515294,QHH8-N1_bin.13.purify_k141_1515294_1-2090
7738,CE-D-S-N1_bin.58.purify_k141_2216752_5,candidate,CE-D-S-N1_bin.58.purify_k141_2216752,CE-D-S-N1_bin.58.purify_k141_2216752_4498-7071
7738,QHH10-N1_bin.140.purify_k141_1069510_4,candidate,QHH10-N1_bin.140.purify_k141_1069510,QHH10-N1_bin.140.purify_k141_1069510_1927-2873
7739,KMC-20S-2-N1_bin.102.purify_k141_3217918_2,known_defense,KMC-20S-2-N1_bin.102.purify_k141_3217918,KMC-20S-2-N1_bin.102.purify_k141_3217918_725-2856
7740,PC-20S-1-N1_bin.133.purify_k141_671950_3,known_defense,PC-20S-1-N1_bin.133.purify_k141_671950,PC-20S-1-N1_bin.133.purify_k141_671950_1884-2875
7741,QHH6-N1_bin.242.purify_k141_151890_9,known_defense,QHH6-N1_bin.242.purify_k141_151890,QHH6-N1_bin.242.purify_k141_151890_7138-9106
7742,QHH7-N1_bin.127.purify_k141_1607751_9,known_defense,QHH7-N1_bin.127.purify_k141_1607751,QHH7-N1_bin.127.purify_k141_1607751_3833-5355
7743,SD-S-N1_bin.51.purify_k141_1671357_5,candidate,SD-S-N1_bin.51.purify_k141_1671357,SD-S-N1_bin.51.purify_k141_1671357_3215-4999
7744,SLC-S-N1_bin.40.purify_k141_644104_1,candidate,SLC-S-N1_bin.40.purify_k141_644104,SLC-S-N1_bin.40.purify_k141_644104_1-1836
7745,TLH4-N1_bin.104.purify_k141_1395322_2,candidate,TLH4-N1_bin.104.purify_k141_1395322,TLH4-N1_bin.104.purify_k141_1395322_3-1632
7746,YM-S-27.0m-N1_bin.59.purify_k141_1159093_4,candidate,YM-S-27.0m-N1_bin.59.purify_k141_1159093,YM-S-27.0m-N1_bin.59.purify_k141_1159093_1873-3095
7747,YZYC-20S-1-N1_bin.81.purify_k141_1572525_5,candidate,YZYC-20S-1-N1_bin.81.purify_k141_1572525,YZYC-20S-1-N1_bin.81.purify_k141_1572525_1599-2989
7747,YZYC-20S-2-N1_bin.65.purify_k141_711299_10,candidate,YZYC-20S-2-N1_bin.65.purify_k141_711299,YZYC-20S-2-N1_bin.65.purify_k141_711299_6225-7615
7748,YZYC-20S-4-N1_bin.146.purify_k141_1853212_3,candidate,YZYC-20S-4-N1_bin.146.purify_k141_1853212,YZYC-20S-4-N1_bin.146.purify_k141_1853212_633-1833
7749,YZYC-20S-6-N1_bin.62.purify_k141_186402_3,known_defense,YZYC-20S-6-N1_bin.62.purify_k141_186402,YZYC-20S-6-N1_bin.62.purify_k141_186402_1128-2674
7750,YZYC-20S-8-N1_bin.146.purify_k141_719789_59,candidate,YZYC-20S-8-N1_bin.146.purify_k141_719789,YZYC-20S-8-N1_bin.146.purify_k141_719789_33179-34157
7751,202106QH-W10-N1_bin.112.purify_k141_1187338_8,candidate,202106QH-W10-N1_bin.112.purify_k141_1187338,202106QH-W10-N1_bin.112.purify_k141_1187338_4579-6072
7752,202106QH-W19-N1_bin.211.purify_k141_2505677_6,candidate,202106QH-W19-N1_bin.211.purify_k141_2505677,202106QH-W19-N1_bin.211.purify_k141_2505677_4120-5091
